district_name,real_estate_type,real_estate_area,total_rooms,number_of_parking,real_estate_age,price,facilities,floor
بلوار فردوس,آپارتمان,67,2,1,5,7100000000,"آسانسور,انباری",2
فرمانیه,آپارتمان,187,3,2,0,56100000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اعلام حریق,اطفا حریق,آبنما,لابی من,پارکینگ مهمان,نورپردازی,باشگاه,آلاچیق,جاروبرقی مرکزی,اتاق مستر,پاسیو",3
نواب,آپارتمان,60,2,1,12,3700000000,"انباری,بالکن",2
شهرک غرب,آپارتمان,163,3,2,7,29000000000,"آسانسور,انباری,بالکن",3
شهرزیبا,آپارتمان,62,1,1,6,6200000000,"آسانسور,انباری,بالکن,نگهبانی,اعلام حریق",1
هفت چنار,آپارتمان,40,1,1,14,2200000000,"انباری,پاسیو",1
شهرک غرب,آپارتمان,180,3,2,0,45000000000,"آسانسور,انباری,بالکن",3
نواب,آپارتمان,60,2,0,22,2690000000,"انباری,بالکن",2
شهرک غرب,آپارتمان,150,3,2,2,27000000000,"آسانسور,انباری,بالکن",3
بریانک,آپارتمان,60,2,0,20,2500000000,,2
سلسبیل(رودکی),آپارتمان,62,1,1,25,2500000000,بالکن,1
بریانک,آپارتمان,45,1,0,7,2500000000,"آسانسور,انباری,بالکن",1
شهرک غرب,آپارتمان,87,2,1,0,19500000000,"آسانسور,انباری,بالکن,نگهبانی,سالن اجتماعات,اعلام حریق,اطفا حریق,نورپردازی",2
نواب,آپارتمان,60,2,0,14,3300000000,"انباری,بالکن",2
نواب,آپارتمان,44,1,0,17,3000000000,"انباری,بالکن",1
جی,آپارتمان,45,1,0,20,2200000000,"آسانسور,انباری,بالکن",1
سلسبیل(رودکی),آپارتمان,37,1,0,20,2300000000,"انباری,بالکن",1
جیحون,آپارتمان,33,1,0,22,1850000000,"انباری,بالکن",1
شهرزیبا,آپارتمان,128,3,1,6,توافقی,,
شهرزیبا,آپارتمان,141,3,1,8,12500000000,"آسانسور,انباری,بالکن,اتاق مستر",3
شهران,آپارتمان,154,3,1,19,10200000000,"انباری,بالکن",3
اباذر,آپارتمان,80,2,1,16,8000000000,"آسانسور,انباری,بالکن",2
شهران,آپارتمان,81,2,1,9,7600000000,"آسانسور,انباری,بالکن",2
باغ فیض,آپارتمان,66,2,2,4,7600000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اعلام حریق",2
شهرزیبا,آپارتمان,140,3,2,0,16100000000,"آسانسور,انباری,بالکن,اعلام حریق,اطفا حریق,اتاق مستر",3
سازمان برنامه مرکزی,آپارتمان,73,2,1,10,8000000000,"آسانسور,انباری",2
شهرزیبا,آپارتمان,75,2,1,0,8400000000,"آسانسور,انباری,بالکن,لابی,اعلام حریق,اطفا حریق",2
هاشمی,آپارتمان,50,1,0,20,2600000000,انباری,1
اباذر,آپارتمان,57,1,1,16,5600000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,اتاق مستر",1
باغ فیض,آپارتمان,80,2,1,14,7700000000,"آسانسور,انباری,بالکن,پارکینگ مهمان",2
شهرک غرب,آپارتمان,140,3,3,1,29000000000,"آسانسور,انباری,بالکن",3
تیموری,آپارتمان,170,,0,32,12000000000,,
تیموری,آپارتمان,97,,0,32,6000000000,,
بلوار فردوس,آپارتمان,72,2,1,10,6300000000,"آسانسور,انباری,بالکن,سرایداری,اتاق مستر",2
جیحون,آپارتمان,74,2,1,1,4200000000,"آسانسور,بالکن",2
جیحون,آپارتمان,58,2,0,16,3200000000,"آسانسور,انباری,بالکن",2
جیحون,آپارتمان,53,1,0,17,2200000000,بالکن,1
جیحون,آپارتمان,80,2,1,17,3800000000,"آسانسور,انباری,بالکن",2
جیحون,آپارتمان,50,1,1,1,3300000000,"آسانسور,انباری,بالکن",1
جیحون,آپارتمان,65,2,0,14,3800000000,"انباری,بالکن",2
شهرزیبا,آپارتمان,70,2,1,19,6300000000,"انباری,بالکن",2
جیحون,آپارتمان,59,2,1,11,3300000000,"آسانسور,بالکن",2
سعادت آباد,آپارتمان,280,4,3,4,69000000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اعلام حریق,اطفا حریق,آبنما,لابی من,پارکینگ مهمان,نورپردازی,باشگاه,آلاچیق,جاروبرقی مرکزی",4
بلوار فردوس,آپارتمان,65,2,1,11,توافقی,"آسانسور,انباری,بالکن",2
جنت آباد شمالی,آپارتمان,105,2,1,12,توافقی,"آسانسور,انباری,بالکن",2
بلوار فردوس,آپارتمان,66,2,1,7,توافقی,"آسانسور,انباری,بالکن,نگهبانی,آلاچیق",2
شهرزیبا,آپارتمان,94,2,0,18,7000000000,,
شهرزیبا,آپارتمان,102,3,1,18,8200000000,"آسانسور,انباری,بالکن",3
شهرزیبا,آپارتمان,75,2,1,0,8400000000,"آسانسور,انباری,بالکن,اعلام حریق,اطفا حریق,اتاق مستر",2
شهرزیبا,آپارتمان,108,2,1,19,9600000000,"انباری,بالکن",2
سازمان برنامه شمالی,آپارتمان,62,1,1,10,8200000000,"آسانسور,انباری,بالکن",1
شهرک غرب,آپارتمان,160,3,2,0,40000000000,"آسانسور,انباری,بالکن",3
سلسبیل(رودکی),آپارتمان,50,1,0,21,2600000000,"انباری,بالکن",1
بلوار فردوس,آپارتمان,65,2,1,13,6700000000,"آسانسور,انباری,بالکن",2
هاشمی,آپارتمان,50,1,0,18,2600000000,بالکن,1
جیحون,آپارتمان,52,1,1,5,3200000000,"آسانسور,انباری,بالکن",1
هفت چنار,آپارتمان,54,2,0,14,2250000000,"انباری,بالکن",2
آذربایجان,آپارتمان,70,2,0,25,3680000000,"انباری,بالکن",2
آذربایجان,آپارتمان,52,1,0,19,3200000000,انباری,1
سعادت آباد,آپارتمان,117,2,1,2,18150000000,"آسانسور,انباری,بالکن,لابی,اعلام حریق,اطفا حریق",2
سلسبیل(رودکی),آپارتمان,53,1,0,26,3070000000,"انباری,بالکن",1
سلسبیل(رودکی),آپارتمان,60,2,0,21,2800000000,انباری,2
آذربایجان,آپارتمان,50,1,0,22,3000000000,انباری,1
جیحون,آپارتمان,47,1,0,10,2750000000,"آسانسور,انباری,بالکن",1
جیحون,آپارتمان,56,2,1,17,2800000000,انباری,2
آذربایجان,آپارتمان,60,1,0,22,2950000000,انباری,1
سلسبیل(رودکی),آپارتمان,54,1,1,19,3200000000,"انباری,بالکن",1
قیطریه,آپارتمان,190,3,2,5,35000000000,"آسانسور,انباری,بالکن,سرایداری,سالن اجتماعات,لابی,روف گاردن,اتاق مستر",
هروی,آپارتمان,128,3,1,16,15000000000,"آسانسور,انباری,بالکن,سرایداری,لابی",
سلسبیل(رودکی),آپارتمان,50,2,1,14,3000000000,"انباری,بالکن",2
هفت چنار,آپارتمان,57,2,0,14,2800000000,"آسانسور,انباری,بالکن",2
سلسبیل(رودکی),آپارتمان,1399,3,1,1400,5200000000,"آسانسور,انباری,اعلام حریق,اطفا حریق,پارکینگ مهمان",
سازمان برنامه شمالی,آپارتمان,80,2,1,8,9000000000,"آسانسور,انباری,بالکن",2
آذربایجان,آپارتمان,57,2,1,20,3000000000,,2
پونک,آپارتمان,60,1,1,20,5600000000,"انباری,بالکن",1
جنت آباد مرکزی,آپارتمان,65,2,1,17,6300000000,"آسانسور,انباری,بالکن",2
بلوار فردوس,آپارتمان,40,1,1,20,3800000000,"انباری,بالکن,اعلام حریق,اطفا حریق",1
جنت آباد جنوبی,آپارتمان,80,2,1,17,7000000000,"انباری,بالکن",2
سازمان برنامه جنوبی,آپارتمان,100,2,1,10,10400000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,پارکینگ مهمان",2
سازمان برنامه شمالی,آپارتمان,100,2,1,19,7300000000,"انباری,بالکن",2
بلوار فردوس,آپارتمان,56,1,1,14,5000000000,"آسانسور,انباری,بالکن",
جنت آباد مرکزی,آپارتمان,90,2,1,14,8800000000,"آسانسور,انباری,بالکن",2
جی,آپارتمان,54,1,0,8,2900000000,,1
شهران,آپارتمان,75,2,1,10,7200000000,"آسانسور,انباری,بالکن",2
بلوار فردوس,آپارتمان,75,4,1,19,5300000000,"آسانسور,انباری,بالکن",
فرمانیه,آپارتمان,195,3,2,0,52650000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اعلام حریق,اطفا حریق,آبنما,لابی من,پارکینگ مهمان,نورپردازی,باشگاه,آلاچیق,جاروبرقی مرکزی,اتاق مستر,پاسیو",3
بلوار فردوس,آپارتمان,45,1,1,7,4500000000,"آسانسور,انباری,بالکن",1
بلوار فردوس,آپارتمان,70,2,1,7,7000000000,"آسانسور,انباری,بالکن",2
بلوار فردوس,آپارتمان,57,1,0,17,4000000000,"انباری,بالکن",1
شهرزیبا,آپارتمان,54,1,1,7,4800000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,اعلام حریق,اطفا حریق",1
شهرزیبا,آپارتمان,80,2,1,0,9000000000,"آسانسور,انباری,بالکن",2
تیموری,آپارتمان,86,2,1,10,4300000000,"انباری,بالکن",2
حر,آپارتمان,62,1,0,19,2300000000,انباری,
اسکندری,آپارتمان,65,2,0,20,3400000000,"انباری,بالکن",2
جیحون,آپارتمان,62,2,0,24,3200000000,,2
شهرک نفت,آپارتمان,60,1,1,5,7850000000,"آسانسور,انباری,بالکن",1
سعادت آباد,آپارتمان,185,4,1,20,2050000000,"آسانسور,انباری,بالکن",
باغ فیض,آپارتمان,91,2,1,10,9900000000,"آسانسور,انباری,بالکن",2
شهرک غرب,آپارتمان,153,3,2,0,35190000000,"آسانسور,انباری,بالکن,اعلام حریق,اطفا حریق,اتاق مستر",3
جیحون,آپارتمان,56,1,0,22,2800000000,بالکن,1
دروس,آپارتمان,105,2,1,13,13500000000,"آسانسور,انباری,بالکن",
باغ فیض,آپارتمان,91,2,1,10,9900000000,"آسانسور,انباری,بالکن,اعلام حریق,اطفا حریق",2
جیحون,آپارتمان,50,1,0,20,2800000000,بالکن,1
هاشمی,آپارتمان,48,1,0,15,2730000000,,1
جیحون,آپارتمان,62,2,0,20,2800000000,بالکن,
سازمان برنامه جنوبی,آپارتمان,85,2,1,5,8000000000,"آسانسور,انباری,سرایداری,نگهبانی",2
جنت آباد شمالی,آپارتمان,60,1,1,8,6700000000,"آسانسور,انباری,بالکن",1
بلوار فردوس,آپارتمان,80,2,1,14,7300000000,"آسانسور,انباری,بالکن",2
سعادت آباد,آپارتمان,80,2,1,18,11000000000,"آسانسور,انباری,بالکن,سرایداری",2
باغ فیض,آپارتمان,91,2,1,22,9000000000,"آسانسور,انباری,بالکن",2
بلوار فردوس,آپارتمان,93,2,1,0,11000000000,"آسانسور,انباری,بالکن,سرایداری",2
شهرک غرب,آپارتمان,155,3,2,30,25000000000,"آسانسور,انباری,بالکن",3
بلوار فردوس,آپارتمان,50,1,1,15,4500000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,اعلام حریق,اطفا حریق",1
یوسف آباد,آپارتمان,155,3,2,9,20000000000,"آسانسور,انباری,بالکن,نگهبانی,لابی",3
بلوار فردوس,آپارتمان,103,2,1,0,11000000000,"آسانسور,انباری,بالکن,نگهبانی,اعلام حریق,اطفا حریق,پارکینگ مهمان",2
شهران,آپارتمان,79,3,1,1400,8000000000,,
جیحون,آپارتمان,51,1,0,25,1950000000,,1
سازمان برنامه جنوبی,آپارتمان,1397,,1,1401,5300000000,"آسانسور,انباری,سرایداری,نگهبانی",
پونک,آپارتمان,55,1,1,8,6500000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اعلام حریق,اطفا حریق,آبنما,لابی من,پارکینگ مهمان,نورپردازی,باشگاه,آلاچیق,جاروبرقی مرکزی",1
جیحون,آپارتمان,61,2,1,20,3550000000,"آسانسور,انباری,بالکن",2
پونک,آپارتمان,85,2,1,17,8500000000,"آسانسور,انباری,بالکن,سرایداری,پارکینگ مهمان,نورپردازی",2
پونک,آپارتمان,100,2,1,17,11000000000,"آسانسور,انباری,بالکن,سرایداری,اعلام حریق,اطفا حریق,پارکینگ مهمان,نورپردازی",2
پونک,آپارتمان,60,1,1,20,6000000000,"آسانسور,انباری,بالکن,سرایداری,پارکینگ مهمان",1
شهران,آپارتمان,1383,1,1,1400,6750000000,"انباری,بالکن",
شهران,آپارتمان,65,2,1,19,6250000000,"آسانسور,انباری,بالکن",2
جیحون,آپارتمان,56,2,0,27,2740000000,بالکن,2
بلوار فردوس,آپارتمان,92,2,1,10,8900000000,"آسانسور,انباری,پارکینگ مهمان",2
امام خمینی,آپارتمان,42,1,0,12,3900000000,"آسانسور,انباری",1
شهران,آپارتمان,155,3,1,19,10200000000,"انباری,بالکن",3
پاسداران,آپارتمان,100,2,1,14,12800000000,"آسانسور,انباری",
پاسداران,آپارتمان,120,3,1,15,15500000000,"آسانسور,انباری,بالکن",
